study,attempt_id,concurrency,pair_index,arm,request_id,stratum,expected,status,finish_reason,output_text,output_token_ids,correct,prompt_tokens,generated_tokens,arrival_to_completion_s,arrival_to_first_token_s,dispatch_to_completion_s,queue_s
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r001,64,XTHOI,SUCCEEDED,eos,river,"[5469, 151645]",False,122,2,1.348489243,1.331960084,0.834078688,0.514398302
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r002,128,QDHFL,SUCCEEDED,eos,QDHFL,"[48, 51326, 6126, 151645]",True,186,4,2.679577747,2.597519675,1.321347381,1.358218134
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r003,256,QZZJS,SUCCEEDED,eos,QZZJS,"[48, 33536, 12545, 151645]",True,314,4,4.834313733,4.765467314,2.152046878,2.682252458
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r004,16,LAHLZ,SUCCEEDED,eos,LAHLZ,"[17845, 13485, 57, 151645]",True,74,4,5.436068204,5.370207093,0.595005298,4.841053629
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r005,64,WXBDB,SUCCEEDED,eos,WXBDB,"[54, 59272, 3506, 151645]",True,122,4,6.345451573,6.279796285,0.903516325,5.441924898
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r006,128,BTAFD,SUCCEEDED,eos,BTAFD,"[17602, 8276, 35, 151645]",True,186,4,7.679328189,7.587337618,1.331195663,6.348121115
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r007,256,MMDAS,SUCCEEDED,eos,MMDAS,"[44, 6076, 1911, 151645]",True,314,4,9.84302582,9.775429464,2.153962358,7.689045669
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r008,16,IZTCR,SUCCEEDED,eos,water,"[12987, 151645]",False,75,2,10.401638213,10.385082044,0.552085172,9.849542972
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r009,64,DGKXF,SUCCEEDED,eos,DGKXF,"[53725, 42, 66138, 151645]",True,122,4,11.314565708,11.248666878,0.903203995,10.411351975
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r010,128,HKBRP,SUCCEEDED,eos,HKBRP,"[57447, 13095, 47, 151645]",True,186,4,12.635564281,12.555561268,1.318267257,11.317281576
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r011,256,IDJOY,SUCCEEDED,eos,1234567890,"[16, 17, 18, 19, 20, 21, 22, 23, 24, 15, 151645]",False,314,11,14.976897351,14.718441159,2.337908816,12.638973887
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r012,16,YMFXH,SUCCEEDED,eos,YMFXH,"[63787, 16381, 39, 151645]",True,74,4,15.574483185,15.499636425,0.594779558,14.97969463
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r013,64,GKARI,SUCCEEDED,eos,GKARI,"[38, 42, 16028, 151645]",True,121,4,16.474666726,16.408917073,0.897376474,15.577279281
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r014,128,QLUQD,SUCCEEDED,eos,QLUQD,"[48, 23236, 48, 35, 151645]",True,187,5,17.830079687,17.732528531,1.352681665,16.477384758
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r015,256,LLCVC,SUCCEEDED,eos,LLVC,"[4086, 11287, 151645]",False,313,3,19.951847032,19.904971575,2.119087665,17.83274465
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r016,16,AOCZP,SUCCEEDED,eos,AOCZP,"[32, 7612, 57, 47, 151645]",True,75,5,20.587258333,20.484156812,0.62927115,19.957978477
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r017,64,JUSFX,SUCCEEDED,eos,JUSFX,"[41, 2034, 16381, 151645]",True,122,4,21.501368617,21.434946313,0.904374561,20.596982865
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r018,128,FDFQK,SUCCEEDED,eos,FDFQK,"[37, 5262, 48, 42, 151645]",True,187,5,22.85853209,22.752971129,1.354536692,21.503982885
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r019,256,RBWAT,SUCCEEDED,eos,water,"[12987, 151645]",False,314,2,24.957888325,24.938438007,2.096634667,22.861230194
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r020,16,DOEUG,SUCCEEDED,eos,DOEUG,"[5865, 36, 2941, 151645]",True,73,4,25.555209957,25.480088787,0.587646612,24.967551914
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r021,64,WKQKF,SUCCEEDED,eos,WKQKF,"[68316, 48, 65008, 151645]",True,122,4,26.463462675,26.397415529,0.90552583,25.557926927
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r022,128,COJLS,SUCCEEDED,eos,COJLS,"[8281, 41, 7268, 151645]",True,186,4,27.786222541,27.713556163,1.318730437,26.467480682
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r023,256,VIBLU,SUCCEEDED,eos,VIBLU,"[53, 3256, 23236, 151645]",True,314,4,29.932314973,29.864065684,2.143283652,27.789016714
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r024,16,INWAP,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,30.481527426,30.460184742,0.54641837,29.935099628
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r025,64,LSCEL,SUCCEEDED,eos,LSCEL,"[7268, 41664, 151645]",True,121,3,31.367593792,31.314813351,0.876324711,30.491258752
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r026,128,LITCI,SUCCEEDED,eos,water,"[12987, 151645]",False,186,2,32.641452666,32.612199791,1.27105842,31.370381803
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r027,256,UNTPW,SUCCEEDED,eos,water,"[12987, 151645]",False,314,2,34.745221051,34.729116912,2.101093794,32.644111949
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r028,16,ASGIR,SUCCEEDED,eos,ASGIR,"[1911, 38, 2801, 151645]",True,74,4,35.349461702,35.283613696,0.594520807,34.754930926
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r029,64,CAMAF,SUCCEEDED,eos,CAMAF,"[48313, 8276, 151645]",True,121,3,36.228928763,36.191801663,0.876452328,35.352466045
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r030,128,KDUJU,SUCCEEDED,eos,KDUJU,"[42, 21547, 41, 52, 151645]",True,187,5,37.595368857,37.502124465,1.35669871,36.238658265
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r031,256,WQTBW,SUCCEEDED,eos,WQTBW,"[54, 48, 31160, 54, 151645]",True,315,5,39.774786583,39.675551808,2.176677834,37.59809343
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r032,16,WVRZR,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,40.331691352,40.314228999,0.554217124,39.777465451
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r033,64,CWZBA,SUCCEEDED,eos,CWZBA,"[66282, 57, 7064, 151645]",True,122,4,41.257442159,41.190975844,0.913487456,40.343943061
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r034,128,KBMXH,SUCCEEDED,eos,water,"[12987, 151645]",False,186,2,42.535593451,42.520566104,1.275418242,41.260163487
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r035,256,PRJJS,SUCCEEDED,eos,PRJJS,"[6480, 41, 12545, 151645]",True,314,4,44.715214055,44.644490267,2.168225206,42.546973531
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r036,16,HRUWP,SUCCEEDED,eos,HRUWP,"[17088, 52, 25674, 151645]",True,74,4,45.317920094,45.25275658,0.597219393,44.720690723
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r037,64,MTTYP,SUCCEEDED,eos,water,"[12987, 151645]",False,122,2,46.195604782,46.166817081,0.87497377,45.320620643
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r038,128,NEXLE,SUCCEEDED,eos,NEXLE,"[45, 3257, 867, 151645]",True,186,4,47.523058572,47.448043578,1.318737421,46.204303709
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r039,256,WFRZN,SUCCEEDED,eos,WFRZN,"[54, 10504, 44847, 151645]",True,314,4,49.675957884,49.605695965,2.15013785,47.525793955
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r040,16,PJXLW,SUCCEEDED,eos,PJXLW,"[94235, 36530, 54, 151645]",True,74,4,50.281134715,50.2125755,0.602498954,49.678626393
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r041,64,FZENZ,SUCCEEDED,eos,water,"[12987, 151645]",False,123,2,51.150992848,51.132190394,0.867124723,50.283857265
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r042,128,FSSXD,SUCCEEDED,eos,FSSXD,"[37, 1220, 67677, 151645]",True,186,4,52.481842107,52.415992498,1.320890461,51.160940054
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r043,256,PUCCV,SUCCEEDED,eos,PUCCV,"[6325, 3706, 53, 151645]",True,314,4,54.633072719,54.564499317,2.14839963,52.4846576
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r044,16,RQNYI,SUCCEEDED,eos,RQNYI,"[49, 48, 23054, 40, 151645]",True,75,5,55.263610713,55.170650439,0.627720608,54.635880728
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r045,64,KWVNX,SUCCEEDED,eos,KWVNX,"[78610, 53, 43304, 151645]",True,122,4,56.179326982,56.113722568,0.912804638,55.266512536
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r046,128,SJBPY,SUCCEEDED,eos,SJBPY,"[97489, 26095, 56, 151645]",True,186,4,57.502368521,57.435973368,1.320290026,56.182066463
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r047,256,PJOYO,SUCCEEDED,eos,PJOYO,"[47, 26145, 56644, 151645]",True,314,4,59.665718966,59.597166364,2.156791285,57.508912913
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r048,16,KPURZ,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,60.218314798,60.200651691,0.549820203,59.668484176
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r049,64,VFFKL,SUCCEEDED,eos,VFFKL,"[53, 1748, 52983, 151645]",True,122,4,61.131119375,61.065722337,0.903070197,60.228038809
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r050,128,WOSYL,SUCCEEDED,eos,WOSYL,"[54, 3126, 55970, 151645]",True,186,4,62.446221509,62.381305525,1.312378362,61.133830674
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r051,256,KCVQF,SUCCEEDED,eos,KCVQF,"[42, 19589, 48, 37, 151645]",True,315,5,64.620934632,64.525935429,2.171843831,62.449075493
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r052,16,VCHNU,SUCCEEDED,eos,VCHNU,"[53, 2149, 3926, 151645]",True,74,4,65.220122723,65.142477722,0.596340329,64.623773137
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r053,64,ZWXIZ,SUCCEEDED,eos,ZWXIZ,"[57, 65376, 2843, 151645]",True,122,4,66.126355447,66.060890142,0.90347011,65.222875148
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r054,128,MGUOM,SUCCEEDED,eos,MGUOM,"[31939, 52, 1898, 151645]",True,186,4,67.440374638,67.374008359,1.3112906,66.129072065
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r055,256,GHVJB,SUCCEEDED,eos,GHVJB,"[44676, 53, 46107, 151645]",True,314,4,69.582691995,69.514393153,2.139564531,67.443111785
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r056,16,YMFDO,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,70.129082153,70.113856957,0.54363074,69.585442516
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r057,64,VQTSW,SUCCEEDED,eos,1,"[16, 151645]",False,123,2,71.00074519,70.982458805,0.861907216,70.138824298
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r058,128,CTPCV,SUCCEEDED,eos,water,"[12987, 151645]",False,186,2,72.273635104,72.256060442,1.263214142,71.010402468
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r059,256,JNKYJ,SUCCEEDED,eos,JNKYJ,"[41, 76180, 56, 41, 151645]",True,315,5,74.452813054,74.35648418,2.169429263,72.283362412
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r060,16,VECZP,SUCCEEDED,eos,1,"[16, 151645]",False,75,2,75.004953189,74.987961761,0.548179223,74.456764758
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r061,64,QJXPS,SUCCEEDED,eos,QJXPS,"[48, 41, 55, 5012, 151645]",True,123,5,75.949236067,75.856828491,0.934105624,75.015120134
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r062,128,CRGLH,SUCCEEDED,eos,CRGLH,"[8973, 3825, 39, 151645]",True,186,4,77.264351967,77.196891504,1.312255333,75.952084952
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r063,256,LKWKY,SUCCEEDED,eos,LKWKY,"[92963, 68316, 56, 151645]",True,315,4,79.410233798,79.331508119,2.143123214,77.267095115
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r064,16,RVEMJ,SUCCEEDED,eos,RVEMJ,"[35281, 2716, 41, 151645]",True,74,4,80.004660049,79.939542551,0.59167616,79.412974531
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r065,64,DITGO,SUCCEEDED,eos,water,"[12987, 151645]",False,122,2,80.861372892,80.84396483,0.853838521,80.007524092
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r066,128,BJKFB,SUCCEEDED,eos,BJKFB,"[33, 34070, 16208, 151645]",True,186,4,82.179948532,82.116211258,1.308841159,80.871095551
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r067,256,ZDZUI,SUCCEEDED,eos,ZDZUI,"[57, 35, 57, 2275, 151645]",True,315,5,84.355356806,84.259937944,2.172607109,82.182734068
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r068,16,XVHJR,SUCCEEDED,eos,light,"[4145, 151645]",False,74,2,84.902683685,84.88110411,0.544211188,84.35846376
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r069,64,RLQYZ,SUCCEEDED,eos,RLQYZ,"[4728, 48, 40209, 151645]",True,122,4,85.813888419,85.749449632,0.901472797,84.912405814
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r070,128,HFKSB,SUCCEEDED,eos,HFKSB,"[39, 26998, 16680, 151645]",True,186,4,87.124307861,87.058993306,1.307674841,85.816621488
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r071,256,FEAQQ,SUCCEEDED,eos,FEAQQ,"[11419, 32, 48026, 151645]",True,314,4,89.2706733,89.206206401,2.143587587,87.127069944
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r072,16,UKDAK,SUCCEEDED,eos,UKDAK,"[24537, 6352, 42, 151645]",True,74,4,89.865964028,89.801754748,0.592486175,89.273468305
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r073,64,VVZIY,SUCCEEDED,eos,VVZIY,"[53, 53, 57, 40, 56, 151645]",True,124,6,90.833239738,90.717038633,0.964511292,89.868717225
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r074,128,WXICZ,SUCCEEDED,eos,WXICZ,"[65376, 1317, 57, 151645]",True,186,4,92.148514453,92.075827046,1.312531797,90.835971195
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r075,256,OTVOA,SUCCEEDED,eos,OTVOA,"[1793, 11169, 32, 151645]",True,314,4,94.297860603,94.227820325,2.146480734,92.151363879
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r076,16,QQSWN,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,94.844679808,94.827975834,0.54409887,94.300570038
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r077,64,CFXYP,SUCCEEDED,eos,CFXYP,"[34, 16381, 9954, 151645]",True,122,4,95.757602595,95.683456146,0.902363603,94.855224505
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r078,128,TSYPS,SUCCEEDED,eos,TSYPS,"[9951, 56, 5012, 151645]",True,186,4,97.071926833,97.005029878,1.311026159,95.760881479
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r079,256,YPNWV,SUCCEEDED,eos,YPNWV,"[56, 17896, 54, 53, 151645]",True,315,5,99.252532297,99.155845768,2.174052205,97.078461989
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r080,16,GYPCG,SUCCEEDED,eos,GYPCG,"[41470, 4872, 38, 151645]",True,75,4,99.85203339,99.786956066,0.596800785,99.255223829
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r081,64,PEXSP,SUCCEEDED,eos,PEXSP,"[47, 3257, 4592, 151645]",True,122,4,100.756851855,100.690312103,0.901981983,99.854859783
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r082,128,BYJNW,SUCCEEDED,eos,BYJNW,"[19912, 41, 69214, 151645]",True,186,4,102.070041786,102.002142998,1.30992908,100.760099792
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r083,256,XIIGE,SUCCEEDED,eos,XIIGE,"[83114, 1914, 36, 151645]",True,314,4,104.216897657,104.148470327,2.141161218,102.075721511
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r084,16,AMJJP,SUCCEEDED,eos,AMJJP,"[1402, 41, 27188, 151645]",True,74,4,104.811231306,104.737556444,0.591582085,104.219640464
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r085,64,ILVDQ,SUCCEEDED,eos,ILVDQ,"[1715, 12474, 48, 151645]",True,122,4,105.717450826,105.650759682,0.903508712,104.813931424
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r086,128,XIGSN,SUCCEEDED,eos,XIGSN,"[55, 1914, 18966, 151645]",True,186,4,107.035235525,106.956999556,1.314964648,105.720258103
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r087,256,CTZHH,SUCCEEDED,eos,CTZHH,"[1162, 57, 23180, 151645]",True,314,4,109.182532426,109.112474566,2.144564803,107.037953466
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r088,16,COUVU,SUCCEEDED,eos,COUVU,"[8281, 22246, 52, 151645]",True,74,4,109.77975246,109.714267728,0.593183122,109.186560311
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r089,64,BVYZM,SUCCEEDED,eos,BVYZM,"[59343, 40209, 44, 151645]",True,122,4,110.686714459,110.619048283,0.904232928,109.782470601
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r090,128,QSSZI,SUCCEEDED,eos,QSSZI,"[48, 1220, 57, 40, 151645]",True,187,5,112.045648873,111.949099389,1.356122288,110.689515234
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r091,256,RVVMM,SUCCEEDED,eos,RVVMM,"[35281, 53, 8035, 151645]",True,314,4,114.258506607,114.185823378,2.209972542,112.048519078
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r092,16,FGONC,SUCCEEDED,eos,light,"[4145, 151645]",False,74,2,114.81823839,114.798860507,0.556911572,114.261315768
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r093,64,ZGPFI,SUCCEEDED,eos,water,"[12987, 151645]",False,122,2,115.701941393,115.68008844,0.87395692,114.82797215
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r094,128,CGBKR,SUCCEEDED,eos,CGBKR,"[34, 5381, 61884, 151645]",True,186,4,117.049453289,116.979399887,1.336977388,115.712463408
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r095,256,PNVLL,SUCCEEDED,eos,PNVLL,"[47, 36326, 4086, 151645]",True,314,4,119.213967117,119.146335937,2.161262756,117.052679886
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r096,16,ZXSUK,SUCCEEDED,eos,water,"[12987, 151645]",False,74,2,119.765249237,119.747490242,0.548434638,119.216803699
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r097,64,HJWZP,SUCCEEDED,eos,HJWZP,"[39, 41, 54, 57, 47, 151645]",True,124,6,120.745151213,120.628379095,0.970173937,119.774962138
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r098,128,VATSQ,SUCCEEDED,eos,VATSQ,"[53, 828, 64308, 151645]",True,185,4,122.061472162,121.982540249,1.313596737,120.747860418
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r099,256,LRYAF,SUCCEEDED,eos,LRYAF,"[43, 11242, 8276, 151645]",True,314,4,124.214255238,124.14596367,2.149973625,122.064266685
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r100,16,IPZZX,SUCCEEDED,eos,IPZZX,"[3298, 33536, 55, 151645]",True,74,4,124.813271851,124.746833638,0.596245603,124.217017502
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r101,64,KANYJ,SUCCEEDED,eos,KANYJ,"[42, 17293, 41, 151645]",True,122,4,125.722616177,125.655713962,0.906560853,124.816044614
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r102,128,KALNF,SUCCEEDED,eos,KALNF,"[42, 969, 38067, 151645]",True,186,4,127.041221051,126.976899592,1.315744107,125.725465142
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r103,256,IOXLW,SUCCEEDED,eos,IOXLW,"[3810, 36530, 54, 151645]",True,314,4,129.202042968,129.134342869,2.158071696,127.04395376
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r104,16,HWPJC,SUCCEEDED,eos,HWPJC,"[39, 25674, 58367, 151645]",True,74,4,129.801824322,129.735735207,0.597022678,129.204791766
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r105,64,ULFUE,SUCCEEDED,eos,ULFUE,"[1094, 37, 2230, 151645]",True,122,4,130.712710383,130.645510114,0.908103791,129.804596614
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r106,128,EVTZQ,SUCCEEDED,eos,EVTZQ,"[46010, 90426, 48, 151645]",True,186,4,132.029102495,131.949989907,1.313500658,130.715588522
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r107,256,EFJCI,SUCCEEDED,eos,EFJCI,"[14884, 41, 11237, 151645]",True,314,4,134.188715034,134.108852912,2.156686431,132.032013455
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r108,16,XTIQG,SUCCEEDED,eos,river stone cloud field tree path light water,"[5469, 9798, 9437, 2070, 4916, 1815, 3100, 3015, 151645]",False,75,9,134.923979529,134.717039497,0.732371168,134.191599154
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r109,64,GHWDA,SUCCEEDED,eos,GHWDA,"[38, 38252, 6352, 151645]",True,122,4,135.833462693,135.767563351,0.906709229,134.926743105
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r110,128,WRQVH,SUCCEEDED,eos,WRQVH,"[17925, 48, 53, 39, 151645]",True,187,5,137.187160816,137.091695437,1.35077483,135.836373753
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r111,256,XPWXR,SUCCEEDED,eos,100,"[16, 15, 15, 151645]",False,314,4,139.341491509,139.272137998,2.150811462,137.190661172
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r112,16,FMXBR,SUCCEEDED,eos,FMXBR,"[25609, 55, 13095, 151645]",True,74,4,139.938640401,139.866516331,0.594211693,139.344419952
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r113,64,OKANS,SUCCEEDED,eos,OKANS,"[3925, 11692, 151645]",True,121,3,140.819530005,140.776261532,0.878139794,139.941380964
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r114,128,MDBYA,SUCCEEDED,eos,MDBYA,"[56429, 86482, 151645]",True,185,3,142.124974641,142.082307185,1.295123384,140.829833744
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r115,256,JOUOG,SUCCEEDED,eos,water,"[12987, 151645]",False,314,2,144.243434329,144.225328079,2.112360162,142.131046806
legacy-comparison,attempt-c82e85b5a55f4d2ea23a96d3b643ba55,1,0,baseline,r116,16,SFMFR,SUCCEEDED,eos,SFMFR,"[28667, 44, 10504, 151645]",True,74,4,144.851649106,144.788702452,0.598464948,144.253174861
