study,phase,mechanism,attempt_id,pair_index,arm,request_id,group_id,family,expected,output,correct,status,finish_reason,prompt_tokens,generated_tokens,end_to_end_s,ttft_s,slo_qualified,dispatch_completion_s,decision,retained_records,symbolic_answer_preserved,closure_records,max_retained_position_permille,min_retained_position_permille,overwritten_writes,total_records
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r083,536c479495fecd99262ad4db53e88f6da6f8e0c6aa27a2a350ff511dc463d775,record-updates,CUURJ,CUGQJ,False,SUCCEEDED,eos,280,5,169.221029433,169.141269473,False,1.804873958,IDENTITY,,True,3,956,478,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r084,3794aad50c56dc9d503d79332156e8e4ef2733d4f3e6144bbb72fc3b9be4b890,record-lookup,CXIJR,CCHZ,False,SUCCEEDED,eos,272,4,171.062030441,171.009072585,False,1.706350347,IDENTITY,,True,1,826,826,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r085,00a23b84eb66596c25a0197162dd6754c0ccaad175c7dd523dde9c9f1950d632,reference-chain,CTIIR,CNSYK,False,SUCCEEDED,eos,272,5,173.090303921,173.012014734,False,1.732015608,IDENTITY,,True,4,565,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r086,2c923040c7d87faacef880562dde7f3583ec2296b0dda82c8da1c326b6868d53,record-updates,CDIXJ,CQYEB,False,SUCCEEDED,eos,276,5,175.127757896,175.049008765,False,1.753770048,IDENTITY,,True,3,521,304,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r087,d47f90ebfee446579a932084e1806445cbf8d911b8f885331d00d6738a5cb74e,record-lookup,CENKU,CENKU,True,SUCCEEDED,eos,276,5,177.133376882,177.056925031,False,1.755072369,IDENTITY,,True,1,304,304,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r088,3f167fa3cab0f442a43b850d75b7a8bb5c1519bc577c19af827d332984356929,reference-chain,CPVQD,CVQYC,False,SUCCEEDED,eos,279,4,179.131708381,179.077667,False,1.750561234,IDENTITY,,True,4,695,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r089,52463ffc195bd924dc47445e75341a4b03069888eff00ee403fbaa7bf75a352a,record-updates,CZNBH,CIYPA,False,SUCCEEDED,eos,276,4,181.118940496,181.067043111,False,1.727325719,IDENTITY,,True,3,956,391,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r090,725c3866f067bd7548fb2a0c8fabee19339487d3796686758bba7af18633a782,record-lookup,CGUTM,CGUTM,True,SUCCEEDED,eos,272,4,183.110099552,183.05680027,False,1.708444511,IDENTITY,,True,1,434,434,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r091,da19ccdd34e0913fb87f96f0d7092ec12f7369605a76308c2a0489a16a91e04d,reference-chain,COWNB,CYSGY,False,SUCCEEDED,eos,277,4,185.139660505,185.085906117,False,1.736275237,IDENTITY,,True,4,521,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r092,e6c9106a4942b4741922026d0d0812be384a6430570176fae58fff0b0828c31d,record-updates,CSAQG,CVLPO,False,SUCCEEDED,eos,276,4,187.140690019,187.088267257,False,1.728868358,IDENTITY,,True,3,1000,521,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r093,7d4c633d6ab542c45b6b99013b38505fdebdfa6078df3cc260bd8990627bbd6e,record-lookup,CBXXF,CBXXF,True,SUCCEEDED,eos,275,4,189.153288249,189.095485295,False,1.729560604,IDENTITY,,True,1,956,956,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r094,d147acc843cc3bdb8df872529125505b95ef8a33c81146dfa2d8be6c48880415,reference-chain,CGGXK,CFFCX,False,SUCCEEDED,eos,272,4,191.211548793,191.155900695,False,1.784948999,IDENTITY,,True,4,695,260,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r095,e464a9289a248299c594d31fdcef95e5537d79f592b6c6132d17cee4abf6d43b,record-updates,CVIBX,CXXPO,False,SUCCEEDED,eos,281,4,193.198445996,193.143920044,False,1.768468152,IDENTITY,,True,3,826,565,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r096,c51f8d06a4d63e5866ea3097736463fafc2e5176fd30582cd313d7590975a69a,record-lookup,CWBAK,CYWSF,False,SUCCEEDED,eos,277,4,195.175339663,195.121959321,False,1.738110889,IDENTITY,,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r097,35e4c046667af042d17e17f7d54d551ca736f62d584dc32dbf4f184620178359,reference-chain,CPDEP,CIIKA,False,SUCCEEDED,eos,274,4,197.153862177,197.100312861,False,1.718741282,IDENTITY,,True,4,869,521,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r098,42f77de458cbb941f519f6d4a5b3eedc96ab5d8c8c73ec1ef7da7eafa065f522,record-updates,CDUXW,CNXUJ,False,SUCCEEDED,eos,274,5,199.18757052,199.111257707,False,1.743787962,IDENTITY,,True,3,913,304,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r099,369559020805313791f1c42fe6f2445f954cefa0f2e839ce4f63c25b1a9bdd29,record-lookup,CEWRK,CJQUT,False,SUCCEEDED,eos,275,5,201.195820997,201.115260288,False,1.751038551,IDENTITY,,True,1,826,826,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r100,3106d77f69db6ada31caf7fd09f7aea7ca5dca28e6922f277875e788927a7e34,reference-chain,CLQLJ,CGCUS,False,SUCCEEDED,eos,271,3,203.132441788,203.100256297,False,1.68111758,IDENTITY,,True,4,956,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r101,36bf3d4b5a61aa737079474fbdc3ce7243ac48c7e9276f41597fe2c754d12a3c,record-updates,CSNLU,CGORL,False,SUCCEEDED,eos,277,4,205.200678128,205.1451969,False,1.740325005,IDENTITY,,True,3,913,478,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r102,b06ad56a32e7bb1d7f6ea6c60080789312e35ac6444c495dc8ec0167898b2f2a,record-lookup,CPJER,CMVJQ,False,SUCCEEDED,eos,271,5,207.197302072,207.114126241,False,1.729963814,IDENTITY,,True,1,826,826,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r103,72d7bff6f1d9acb2d7e5a4c792765c47eaf51eced876a8a9572f82acccb4666a,reference-chain,CAINN,CWMQO,False,SUCCEEDED,eos,266,5,209.170819342,209.091188501,False,1.695854486,IDENTITY,,True,4,826,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r104,caaa6d7f2aef1f2bbf095b523b89e6ae6a7c5205597f804b82b74fda02c9e757,record-updates,CXCKO,CMBLF,False,SUCCEEDED,eos,272,4,211.183498372,211.119879026,False,1.713000259,IDENTITY,,True,3,826,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r105,965b450996ffac12f313290701f493d46ffc79687c8ec2d17fba13afc7f9ab28,record-lookup,CTRAY,CVAHK,False,SUCCEEDED,eos,279,4,213.23764131,213.176326939,False,1.747308054,IDENTITY,,True,1,565,565,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r106,00c3280345652a7b4060df99c664d1bfce67e497cd93ebb7a6c75fae36c9b5d3,reference-chain,CCOJR,CWBXH,False,SUCCEEDED,eos,275,4,215.217813221,215.158387771,False,1.725644995,IDENTITY,,True,4,826,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r107,7652e81796381f46352e12084fd51db507ece1dbf8d0d4db8ca707d043e2d2eb,record-updates,CPYUH,CBADV,False,SUCCEEDED,eos,277,3,217.217310226,217.185023266,False,1.71569039,IDENTITY,,True,3,956,739,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r108,ad16cb8e0d5ba2a97b56ca32ddc6ea67958e6ebe2ebe4a801a40e960196d394e,record-lookup,CRBCW,CIIUN,False,SUCCEEDED,eos,272,4,219.210901052,219.158720881,False,1.709324606,IDENTITY,,True,1,391,391,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r109,9c6ab3fe12ebf5d44655801b0908c7c09a817f945b9c9519b341ac42de655688,reference-chain,CHVJG,CCJWG,False,SUCCEEDED,eos,271,4,221.212500967,221.158552859,False,1.700239017,IDENTITY,,True,4,347,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r110,3352f0ca821dc2255d031ec19420a38bf8f528c302abc494924a96dde2779a95,record-updates,CLBSF,CVOYQ,False,SUCCEEDED,eos,280,5,223.294076763,223.216322912,False,1.777055946,IDENTITY,,True,3,1000,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r111,43b1c003dde7f3930ee6458d91e643904ee59c3f329432944a077287f2b2377a,record-lookup,CLGAT,CLGAT,True,SUCCEEDED,eos,275,4,225.247806589,225.193307978,False,1.725818878,IDENTITY,,True,1,565,565,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r112,ece1faeca49fa5e3732e2b639c069cf17fc9c9eec33dfd5ed46d71abb6e0f24b,reference-chain,CECUE,CFAFG,False,SUCCEEDED,eos,273,4,227.238177649,227.178476668,False,1.714703615,IDENTITY,,True,4,869,304,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r113,a6e9911f1b607dd918d1f8b5416e7ce877f99eac6b6c3eb40afb7e2266e02b96,record-updates,CGVNY,CAYIW,False,SUCCEEDED,eos,281,4,229.287421532,229.234346428,False,1.757791835,IDENTITY,,True,3,956,565,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r114,60d5738a45f5d9eb37a7e934736d934236a4f208a4ee1f7c3821311919fe90c1,record-lookup,COURV,CNGGX,False,SUCCEEDED,eos,277,4,231.26184115,231.20985524,False,1.736334106,IDENTITY,,True,1,913,913,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r115,585e172e5d8ea09da730ed1d523059c51216085a972ee7e8c3f08e6199193382,reference-chain,CRPGU,CYKSU,False,SUCCEEDED,eos,272,4,233.246266908,233.184643092,False,1.712079868,IDENTITY,,True,4,1000,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r116,f28cf2efd69a3845f69bf9d09d7b6003288b5a2f4c826e87ebd0de9382feb7e7,record-updates,CGVNI,CQGXP,False,SUCCEEDED,eos,287,5,235.360050818,235.279747016,False,1.818748801,IDENTITY,,True,3,652,565,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r117,121944e06eb1eb994f2bd39e4e8f7b41e358fe597f6b4fc12fb7676fa9f95110,record-lookup,CHDTM,CYSDE,False,SUCCEEDED,eos,272,4,237.256099537,237.196518088,False,1.711238053,IDENTITY,,True,1,478,478,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r118,0a38ed41398f8a9f4fad2fe98157edb4acc9d8f42cdaee0e9c5b9776a7c23036,reference-chain,CWQHL,CDOJR,False,SUCCEEDED,eos,279,4,239.299364616,239.24514853,False,1.750642295,IDENTITY,,True,4,1000,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r119,eb710389263ceb0f3ddcbfa699691f579154c26a89f81780428abb7ca5e96a83,record-updates,CTGJV,CAINI,False,SUCCEEDED,eos,278,4,241.299492574,241.246355404,False,1.745289965,IDENTITY,,True,3,782,347,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r120,c583e163e62cd514f70d6da721e5a2f02d408d478cac7e295e1e51cd762fce1d,record-lookup,CAFMK,CAFMK,True,SUCCEEDED,eos,277,4,243.296034155,243.241994888,False,1.736323095,IDENTITY,,True,1,608,608,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r121,4debb356c33ea9394811a91d8d07bb8e70d0ec179c38d6125ce0b58090c62ab1,reference-chain,CWVGV,CCZXA,False,SUCCEEDED,eos,273,4,245.288060012,245.233391735,False,1.726104961,IDENTITY,,True,4,826,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r122,0c519d9d174a5dda9bed427ff30c7c90bae096dd2609a0d798d952d11eef2f6d,record-updates,CGRMH,CAXJT,False,SUCCEEDED,eos,270,4,247.333800582,247.262107928,False,1.732770802,IDENTITY,,True,3,1000,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r123,09b22f4ff052213791817adbd666e1168e6f84058da1ac5fab9d0539108dd03b,record-lookup,COOXZ,COOXZ,True,SUCCEEDED,eos,276,4,249.345820597,249.295359782,False,1.745526434,IDENTITY,,True,1,652,652,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r124,bb4ad719964b90eba72e67d0a9ddf65c3d461b6bce8e4d63f3494b6912bc7a1d,reference-chain,CWVFB,CFAKP,False,SUCCEEDED,eos,278,4,251.330949683,251.274559907,False,1.749807903,IDENTITY,,True,4,826,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r125,02d25042ff0d1e587d50174d6dc4920b5d7c21bbb24a3f2ac44770d3d48938cb,record-updates,CULVQ,CMTRF,False,SUCCEEDED,eos,278,4,253.332828596,253.276884167,False,1.743336313,IDENTITY,,True,3,1000,913,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r126,fb719897320c9f804285f0ebbfaf98147d8400f7158a5e61fb8d0bfd9c08b2f5,record-lookup,CNHFK,CJOGJ,False,SUCCEEDED,eos,276,5,255.346530898,255.267682312,False,1.755308689,IDENTITY,,True,1,0,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-d9243ec1ba214342bf8f86e67be0e81d,0,baseline,r127,52c1353f145ad26ec1fa76f32d162943ed08691beeea79a9591f67026ea54395,reference-chain,CMEDS,CCOSL,False,SUCCEEDED,eos,283,4,257.372797908,257.319636192,False,1.771520516,IDENTITY,,True,4,913,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r000,686c72b932d068ffca86f46b70fb984455c0bea324faf3926ca3966b3f98cafb,record-lookup,CFPTC,CFPTC,True,SUCCEEDED,eos,273,4,2.576702397,2.5235509,True,1.722429818,IDENTITY,,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r001,e447aacf1a467be33fcab6062dae2ef94c132ff36e7ad092b177860d62938b81,reference-chain,CETTV,CFIGJ,False,SUCCEEDED,eos,267,4,4.62520945,4.553676263,False,1.685615352,IDENTITY,,True,4,1000,43,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r002,ef33eb224e0fe9df114cec59498d01e4e629cd1699349b5c90e321d66013ade1,record-updates,CZMLN,CDYQA,False,SUCCEEDED,eos,274,4,6.668213894,6.613657105,False,1.729564041,IDENTITY,,True,3,695,565,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r003,8028bc5c9fd984107d9390362c049f3d5960fdf022db4500944aeb95dc95278f,record-lookup,CAMYD,COKSW,False,SUCCEEDED,eos,273,4,8.848122177,8.782626853,False,1.881410508,IDENTITY,,True,1,0,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r004,75af142bd4044d73c2fa3b4f75f2dfbc8ab2e53b62ef45ac0758d3b539772fd5,reference-chain,CHUKX,CPRWQ,False,SUCCEEDED,eos,268,5,10.703926393,10.622892153,False,1.728781025,IDENTITY,,True,4,1000,173,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r005,42eaccdba95e8ada6dcbdbeb14edfbc4e8578fb4db24bf43cdd425951e58d53b,record-updates,CAHTG,CIZBI,False,SUCCEEDED,eos,274,4,12.702185567,12.6376079,False,1.730708077,IDENTITY,,True,3,913,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r006,c6c1c589317c98d9354760566ee25fbdd90eea8c303beeb0ca0c7904e9898749,record-lookup,CVNPU,CQIID,False,SUCCEEDED,eos,273,4,14.683198631,14.630642973,False,1.72559398,IDENTITY,,True,1,913,913,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r007,cc2d78cda675913a76f55a5fa0f3bc210380386abca9178c4462309182c6c2ab,reference-chain,COJSY,CIVRW,False,SUCCEEDED,eos,278,4,16.715836855,16.659567813,False,1.752344148,IDENTITY,,True,4,739,130,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r008,5c0d63a91e80d624c7ecc252332474f35332d6c3cbe0573ec1619b12bd06b44c,record-updates,CMXFL,CVEYI,False,SUCCEEDED,eos,273,4,18.688433884,18.625914944,False,1.72523324,IDENTITY,,True,3,956,652,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r009,55a6df82dde3961f81759835bfae276523c931862a02ca1cfd1b46aa90880e31,record-lookup,CGMSA,CGMSA,True,SUCCEEDED,eos,269,4,20.674011574,20.623359303,False,1.698759346,IDENTITY,,True,1,347,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r010,f7d21727b7a1ac551503ada1a70cc47e01dad9114e80fafbd42df78ecf185536,reference-chain,CGOGG,CNYXS,False,SUCCEEDED,eos,274,4,22.700659382,22.646610216,False,1.725942409,IDENTITY,,True,4,869,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r011,f9414714a0a882e5f3bbfe0c1ec4d85b46236cd47a633c1d0361c286b5e5a23a,record-updates,CZJJY,CMMZE,False,SUCCEEDED,eos,281,4,24.742526331,24.687703748,False,1.765781107,IDENTITY,,True,3,739,434,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r012,2edb8a41bcf8186ec7813d757a2e9e08f48be987ddac039aa3ba4d7438eaab8a,record-lookup,CIZPI,CIZPI,True,SUCCEEDED,eos,275,4,26.721636408,26.666647365,False,1.729704612,IDENTITY,,True,1,782,782,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r013,02cc4ead1092158e5dea302588bc1913f6ee72ff0d46f8802b197d8bc79b4119,reference-chain,CWLUU,CGBPB,False,SUCCEEDED,eos,276,4,28.726090829,28.667743073,False,1.734610432,IDENTITY,,True,4,1000,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r014,86d994442cd518ba4b595516672ac17284cd91a731ff6f038a548d9201c35b43,record-updates,CLOFZ,CQBZH,False,SUCCEEDED,eos,277,4,30.737867982,30.677404864,False,1.747863338,IDENTITY,,True,3,1000,826,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r015,fc38937ebe81b2f3569df638272c23b5c5f5efc3ef7c149f27347daaab82dc62,record-lookup,CJUIY,CJUIY,True,SUCCEEDED,eos,276,5,32.756079307,32.672230866,False,1.763362872,IDENTITY,,True,1,1000,1000,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r016,67770b79fd9b58db7bb98122a15e0695bd255ff4ce43d376d481c9009a79ec7e,reference-chain,CQJBU,CEPZD,False,SUCCEEDED,eos,275,5,34.769913434,34.687594456,False,1.75889224,IDENTITY,,True,4,739,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r017,7c99aac5102a36a7e7de18b20576ee4c00f0b82e2835de1685c475fea622cbf3,record-updates,CPHYC,CQHIX,False,SUCCEEDED,eos,273,5,36.753820289,36.673692724,False,1.746240974,IDENTITY,,True,3,956,304,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r018,ccf7f0a9ff347a8a7f1d646b566ce537f2755d19a735e6473bc6a9122368dcfe,record-lookup,CKXBG,CDVGV,False,SUCCEEDED,eos,275,4,38.743031153,38.682240455,False,1.730844902,IDENTITY,,True,1,826,826,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r019,7bacad1701a17513921699b3322053c7ce5cc1153275fdc500407427e8bbb128,reference-chain,CKTCJ,CXPTR,False,SUCCEEDED,eos,261,4,40.660474013,40.609359543,False,1.644337168,IDENTITY,,True,4,695,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r020,a61a524c4c3396928f3f2212ab60fe54696475d31e37554ec287871e7f6d4bcb,record-updates,CZXUB,CVFOW CGCMQ,False,SUCCEEDED,eos,277,7,42.836103772,42.710822188,False,1.82121163,IDENTITY,,True,3,826,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r021,30c6795bfe78a6eaac39778bbe11ef76e45f0a06bd8def14a4975bacdf635865,record-lookup,CLVBY,CLVBY,True,SUCCEEDED,eos,281,4,44.792280125,44.740412806,False,1.766581284,IDENTITY,,True,1,260,260,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r022,f215ca4752bd112957deecde05cffa838e5af50f6f97849a4d3b3c03534d1ff8,reference-chain,CIFXN,CQMYM,False,SUCCEEDED,eos,272,5,46.767684153,46.688575042,False,1.741998105,IDENTITY,,True,4,869,0,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r023,356ec08fa37f1ce9cbe1b9ddd190ad0d27ed7e8a5512eb0cc98cf01ff068fc31,record-updates,CPFSA,CQZSD,False,SUCCEEDED,eos,276,5,48.795969394,48.703342214,False,1.772887677,IDENTITY,,True,3,956,695,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r024,bd154d063aedd6e9d579b9ce5ad2f405e0a9a2a8f92cf6e763b16adfa79b3ef5,record-lookup,CGFQR,CUEUC,False,SUCCEEDED,eos,277,4,50.808913487,50.750992404,False,1.74977914,IDENTITY,,True,1,217,217,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r025,b6114a499486681f91910e91a0a27f692fdfdb47a060babbee309e8e97529c7e,reference-chain,CCHUC,CCYIW,False,SUCCEEDED,eos,275,4,52.765736573,52.714422513,False,1.732970774,IDENTITY,,True,4,913,86,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r026,2ee8924f824dab005c80044f28263e99b9e3be3c2d5d56cd8861c551b1d4c9f8,record-updates,CYUPF,CIOZJ,False,SUCCEEDED,eos,288,5,54.870125809,54.790645468,False,1.830906672,IDENTITY,,True,3,1000,608,3,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r027,b1d268ab05e808756962a64354bf35b83fcee5490d9abcc1203df381dd873c80,record-lookup,CVAQF,CVAQF,True,SUCCEEDED,eos,273,5,56.854875616,56.835355476,False,1.808628394,IDENTITY,,True,1,347,347,0,24
negative-confirm-slice-study04,MEASUREMENT,dependency-slice-v1,attempt-e070505dc1994de9a2d58ce16cbb5c2f,1,baseline,r028,5b1f7fc349b6ed5a4419a062800486aad7af592c28065b162763a9ea01d36a09,reference-chain,CRUVG,CAXEG,False,SUCCEEDED,eos,273,4,59.475347678,59.327540211,False,2.401975218,IDENTITY,,True,4,739,347,0,24
